GET http://127.0.0.1/ name=http://127.0.0.1/ type=serv linked=yes browsers=0 browser_used=FAST dup=0 code=200 len=1440 notes=8 sig=0x494daba7
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.cnf&password=skipfish&rpassword=skipfish name=cpp.css.cnf type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.conf&password=skipfish&rpassword=skipfish name=cpp.css.conf type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.config&password=skipfish&rpassword=skipfish name=cpp.css.config type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.core&password=skipfish&rpassword=skipfish name=cpp.css.core type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.cpp&password=skipfish&rpassword=skipfish name=cpp.css.cpp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.cs&password=skipfish&rpassword=skipfish name=cpp.css.cs type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.csproj&password=skipfish&rpassword=skipfish name=cpp.css.csproj type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.csv&password=skipfish&rpassword=skipfish name=cpp.css.csv type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.dat&password=skipfish&rpassword=skipfish name=cpp.css.dat type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.db&password=skipfish&rpassword=skipfish name=cpp.css.db type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.dll&password=skipfish&rpassword=skipfish name=cpp.css.dll type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.do&password=skipfish&rpassword=skipfish name=cpp.css.do type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.doc&password=skipfish&rpassword=skipfish name=cpp.css.doc type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.dump&password=skipfish&rpassword=skipfish name=cpp.css.dump type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.ep&password=skipfish&rpassword=skipfish name=cpp.css.ep type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.err&password=skipfish&rpassword=skipfish name=cpp.css.err type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.error&password=skipfish&rpassword=skipfish name=cpp.css.error type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.exe&password=skipfish&rpassword=skipfish name=cpp.css.exe type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.fcgi&password=skipfish&rpassword=skipfish name=cpp.css.fcgi type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.gif&password=skipfish&rpassword=skipfish name=cpp.css.gif type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.gz&password=skipfish&rpassword=skipfish name=cpp.css.gz type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.htm&password=skipfish&rpassword=skipfish name=cpp.css.htm type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.html&password=skipfish&rpassword=skipfish name=cpp.css.html type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.inc&password=skipfish&rpassword=skipfish name=cpp.css.inc type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.ini&password=skipfish&rpassword=skipfish name=cpp.css.ini type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.jar&password=skipfish&rpassword=skipfish name=cpp.css.jar type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.java&password=skipfish&rpassword=skipfish name=cpp.css.java type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.jhtml&password=skipfish&rpassword=skipfish name=cpp.css.jhtml type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.jpg&password=skipfish&rpassword=skipfish name=cpp.css.jpg type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.js&password=skipfish&rpassword=skipfish name=cpp.css.js type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.jsf&password=skipfish&rpassword=skipfish name=cpp.css.jsf type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.jsp&password=skipfish&rpassword=skipfish name=cpp.css.jsp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.key&password=skipfish&rpassword=skipfish name=cpp.css.key type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.lib&password=skipfish&rpassword=skipfish name=cpp.css.lib type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.log&password=skipfish&rpassword=skipfish name=cpp.css.log type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.lst&password=skipfish&rpassword=skipfish name=cpp.css.lst type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.manifest&password=skipfish&rpassword=skipfish name=cpp.css.manifest type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.mdb&password=skipfish&rpassword=skipfish name=cpp.css.mdb type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.meta&password=skipfish&rpassword=skipfish name=cpp.css.meta type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.msg&password=skipfish&rpassword=skipfish name=cpp.css.msg type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.nsf&password=skipfish&rpassword=skipfish name=cpp.css.nsf type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.o&password=skipfish&rpassword=skipfish name=cpp.css.o type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.old&password=skipfish&rpassword=skipfish name=cpp.css.old type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.ora&password=skipfish&rpassword=skipfish name=cpp.css.ora type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.orig&password=skipfish&rpassword=skipfish name=cpp.css.orig type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.out&password=skipfish&rpassword=skipfish name=cpp.css.out type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.part&password=skipfish&rpassword=skipfish name=cpp.css.part type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.pdf&password=skipfish&rpassword=skipfish name=cpp.css.pdf type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.pem&password=skipfish&rpassword=skipfish name=cpp.css.pem type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.pfx&password=skipfish&rpassword=skipfish name=cpp.css.pfx type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.php&password=skipfish&rpassword=skipfish name=cpp.css.php type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.php3&password=skipfish&rpassword=skipfish name=cpp.css.php3 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.phps&password=skipfish&rpassword=skipfish name=cpp.css.phps type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.phtml&password=skipfish&rpassword=skipfish name=cpp.css.phtml type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.pl&password=skipfish&rpassword=skipfish name=cpp.css.pl type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.pm&password=skipfish&rpassword=skipfish name=cpp.css.pm type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.png&password=skipfish&rpassword=skipfish name=cpp.css.png type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.ppt&password=skipfish&rpassword=skipfish name=cpp.css.ppt type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.properties&password=skipfish&rpassword=skipfish name=cpp.css.properties type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.py&password=skipfish&rpassword=skipfish name=cpp.css.py type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.rar&password=skipfish&rpassword=skipfish name=cpp.css.rar type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.rb&password=skipfish&rpassword=skipfish name=cpp.css.rb type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.rhtml&password=skipfish&rpassword=skipfish name=cpp.css.rhtml type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.rss&password=skipfish&rpassword=skipfish name=cpp.css.rss type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.rtf&password=skipfish&rpassword=skipfish name=cpp.css.rtf type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.save&password=skipfish&rpassword=skipfish name=cpp.css.save type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.sh&password=skipfish&rpassword=skipfish name=cpp.css.sh type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.shtml&password=skipfish&rpassword=skipfish name=cpp.css.shtml type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.so&password=skipfish&rpassword=skipfish name=cpp.css.so type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.sql&password=skipfish&rpassword=skipfish name=cpp.css.sql type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.stackdump&password=skipfish&rpassword=skipfish name=cpp.css.stackdump type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.svn-base&password=skipfish&rpassword=skipfish name=cpp.css.svn-base type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.swf&password=skipfish&rpassword=skipfish name=cpp.css.swf type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.swp&password=skipfish&rpassword=skipfish name=cpp.css.swp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.tar&password=skipfish&rpassword=skipfish name=cpp.css.tar type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.tar.bz2&password=skipfish&rpassword=skipfish name=cpp.css.tar.bz2 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.tar.gz&password=skipfish&rpassword=skipfish name=cpp.css.tar.gz type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.temp&password=skipfish&rpassword=skipfish name=cpp.css.temp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.test&password=skipfish&rpassword=skipfish name=cpp.css.test type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.tgz&password=skipfish&rpassword=skipfish name=cpp.css.tgz type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.tmp&password=skipfish&rpassword=skipfish name=cpp.css.tmp type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.tpl&password=skipfish&rpassword=skipfish name=cpp.css.tpl type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.trace&password=skipfish&rpassword=skipfish name=cpp.css.trace type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.txt&password=skipfish&rpassword=skipfish name=cpp.css.txt type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.vb&password=skipfish&rpassword=skipfish name=cpp.css.vb type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.vbs&password=skipfish&rpassword=skipfish name=cpp.css.vbs type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.war&password=skipfish&rpassword=skipfish name=cpp.css.war type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.ws&password=skipfish&rpassword=skipfish name=cpp.css.ws type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.xls&password=skipfish&rpassword=skipfish name=cpp.css.xls type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.xml&password=skipfish&rpassword=skipfish name=cpp.css.xml type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.xsl&password=skipfish&rpassword=skipfish name=cpp.css.xsl type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.xslt&password=skipfish&rpassword=skipfish name=cpp.css.xslt type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.yml&password=skipfish&rpassword=skipfish name=cpp.css.yml type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.css.zip&password=skipfish&rpassword=skipfish name=cpp.css.zip type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt&password=skipfish&rpassword=skipfish name=cpp.txt type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.css&password=skipfish&rpassword=skipfish name=cpp.txt.css type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.key&password=skipfish&rpassword=skipfish name=cpp.txt.key type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.lib&password=skipfish&rpassword=skipfish name=cpp.txt.lib type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.log&password=skipfish&rpassword=skipfish name=cpp.txt.log type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.manifest&password=skipfish&rpassword=skipfish name=cpp.txt.manifest type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.mdb&password=skipfish&rpassword=skipfish name=cpp.txt.mdb type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.meta&password=skipfish&rpassword=skipfish name=cpp.txt.meta type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.msg&password=skipfish&rpassword=skipfish name=cpp.txt.msg type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.nsf&password=skipfish&rpassword=skipfish name=cpp.txt.nsf type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.o&password=skipfish&rpassword=skipfish name=cpp.txt.o type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.old&password=skipfish&rpassword=skipfish name=cpp.txt.old type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.ora&password=skipfish&rpassword=skipfish name=cpp.txt.ora type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.orig&password=skipfish&rpassword=skipfish name=cpp.txt.orig type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.out&password=skipfish&rpassword=skipfish name=cpp.txt.out type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.part&password=skipfish&rpassword=skipfish name=cpp.txt.part type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.pdf&password=skipfish&rpassword=skipfish name=cpp.txt.pdf type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.pem&password=skipfish&rpassword=skipfish name=cpp.txt.pem type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.pfx&password=skipfish&rpassword=skipfish name=cpp.txt.pfx type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.php&password=skipfish&rpassword=skipfish name=cpp.txt.php type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.php3&password=skipfish&rpassword=skipfish name=cpp.txt.php3 type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.phps&password=skipfish&rpassword=skipfish name=cpp.txt.phps type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.phtml&password=skipfish&rpassword=skipfish name=cpp.txt.phtml type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.pl&password=skipfish&rpassword=skipfish name=cpp.txt.pl type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.pm&password=skipfish&rpassword=skipfish name=cpp.txt.pm type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.png&password=skipfish&rpassword=skipfish name=cpp.txt.png type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
POST http://127.0.0.1/register.php DATA:username=Smith&mail=cpp.txt.ppt&password=skipfish&rpassword=skipfish name=cpp.txt.ppt type=value linked=no browsers=0 browser_used=FAST dup=1 code=200 len=1533 notes=2 sig=0xff7ed694
